MA1130.1	MA1130.1_FOSL2::JUN	FOSL2,JUN
MA1131.1	MA1131.1_FOSL2::JUN_var.2	FOSL2,JUN
MA1132.1	MA1132.1_JUN::JUNB	JUN,JUNB
MA1133.1	MA1133.1_JUN::JUNB_var.2	JUN,JUNB
MA1134.1	MA1134.1_FOS::JUNB	FOS,JUNB
MA1135.1	MA1135.1_FOSB::JUNB	FOSB,JUNB
MA1136.1	MA1136.1_FOSB::JUNB_var.2	FOSB,JUNB
MA1137.1	MA1137.1_FOSL1::JUNB	FOSL1,JUNB
MA1138.1	MA1138.1_FOSL2::JUNB	FOSL2,JUNB
MA1139.1	MA1139.1_FOSL2::JUNB_var.2	FOSL2,JUNB
MA1140.1	MA1140.1_JUNB_var.2	JUNB
MA1141.1	MA1141.1_FOS::JUND	FOS,JUND
MA1142.1	MA1142.1_FOSL1::JUND	FOSL1,JUND
MA1143.1	MA1143.1_FOSL1::JUND_var.2	FOSL1,JUND
MA1144.1	MA1144.1_FOSL2::JUND	FOSL2,JUND
MA1145.1	MA1145.1_FOSL2::JUND_var.2	FOSL2,JUND
MA1146.1	MA1146.1_NR1A4::RXRA	NR1H4,RXRA
MA1147.1	MA1147.1_NR4A2::RXRA	NR4A2,RXRA
MA1148.1	MA1148.1_PPARA::RXRA	PPARA,RXRA
MA1149.1	MA1149.1_RARA::RXRG	RARA,RXRG
MA1150.1	MA1150.1_RORB	RORB
MA1151.1	MA1151.1_RORC	RORC
MA1152.1	MA1152.1_SOX15	SOX15
MA1153.1	MA1153.1_Smad4	SMAD4
MA1154.1	MA1154.1_ZNF282	ZNF282
MA1155.1	MA1155.1_ZSCAN4	ZSCAN4
MA1418.1	MA1418.1_IRF3	IRF3
MA1419.1	MA1419.1_IRF4	IRF4
MA1420.1	MA1420.1_IRF5	IRF5
MA1421.1	MA1421.1_TCF7L1	TCF7L1
