Alx1_TAAAGC20NCG_Z	ALX4_HUMAN.H11MO.0.D	ALX1	ALX4	0.9955
BATF3_TAAGAC20NAGA_AC	TBX15_HUMAN.H11MO.0.D	BATF3	TBX15	0.63
BCL6B_TGCGGG20NGA_AC	E2F8_HUMAN.H11MO.0.D	BCL6B	E2F8	0.5649
BHLHA15_TCCGTG20NCG_Y	OLIG1_HUMAN.H11MO.0.D	BHLHA15	OLIG1	0.5777
Bhlhb2_TAATTC20NCG_Z	HEY1_HUMAN.H11MO.0.D	BHLHE40	HEY1	0.5791
Bhlhb2_TCAAGG20NGAA_Z	MLX_HUMAN.H11MO.0.D	BHLHE40	MLX	0.9091
BHLHB2_TGGGAC20NGA_Y	MLX_HUMAN.H11MO.0.D	BHLHE40	MLX	0.8243
BHLHB3_TCAAAA20NCG_AD	BHE40_HUMAN.H11MO.0.A	BHLHE41	BHLHE40	0.6565
BHLHE22_TCTTGA20NGTG_Y	BHE23_HUMAN.H11MO.0.D	BHLHE22	BHLHE23	0.5983
BHLHE23_TATATC20NCG_Y	SPIC_HUMAN.H11MO.0.D	BHLHE23	SPIC	0.5453
BHLHE41_TGTGCT20NCGG_AD	MXI1_HUMAN.H11MO.0.A	BHLHE41	MXI1	0.733
BSX_TATGAA20NCG_Y	BSH_HUMAN.H11MO.0.D	BSX	BSX	0.7237
CART1_TGCGCC20NGA_Y	ALX3_HUMAN.H11MO.0.D	ALX1	ALX3	0.8524
CDX1_TCAACC20NCAA_Y	NKX62_HUMAN.H11MO.0.D	CDX1	NKX6-2	0.6535
CDX2_TACTTG20NCG_Y	CPEB1_HUMAN.H11MO.0.D	CDX2	CPEB1	0.606
CEBPB_TCAACC20NCAA_W	VEZF1_HUMAN.H11MO.0.C	CEBPB	VEZF1	0.5919
Cebpb_TCCTAA20NATC_Z	CEBPB_HUMAN.H11MO.0.A	CEBPB	CEBPB	0.9939
CEBPB_TGGACA20NGA_W	CEBPB_HUMAN.H11MO.0.A	CEBPB	CEBPB	0.9641
CEBPD_TAATGA20NCG_Y	CEBPA_HUMAN.H11MO.0.A	CEBPD	CEBPA	0.7497
CEBPE_TGAGGC20NGA_W	CEBPB_HUMAN.H11MO.0.A	CEBPE	CEBPB	0.6947
CEBPG_TAAAAT20NCG_AC	NFIL3_HUMAN.H11MO.0.D	CEBPG	NFIL3	0.5943
CEBPG_TAGACG20NTA_Q	CEBPE_HUMAN.H11MO.0.A	CEBPG	CEBPE	0.902
CENPB_TGCTGT20NGTC_AD	CENPB_HUMAN.H11MO.0.D	CENPB	CENPB	0.718
CLOCK_TGAGAT20NAGA_Z	EGR2_HUMAN.H11MO.0.A	CLOCK	EGR2	0.5617
CPEB1_TAACCC20NCG_AC	CPEB1_HUMAN.H11MO.0.D	CPEB1	CPEB1	0.6473
CREB3L1_TAAACA20NCAA_Y	CR3L2_HUMAN.H11MO.0.D	CREB3L1	CREB3L2	0.5834
CREB3L1_TAGAGT20NCG_AD	CR3L2_HUMAN.H11MO.0.D	CREB3L1	CREB3L2	0.6008
CREB3L1_TGGGTA30NTGT_AI	CR3L1_HUMAN.H11MO.0.D	CREB3L1	CREB3L1	0.9957
Creb3l2_TAACGG20NGCA_Z	ZFP82_HUMAN.H11MO.0.C	CREB3L2	ZFP82	0.5833
CREB3_TAGAAC20NCG_AD	IRX2_HUMAN.H11MO.0.D	CREB3	IRX2	0.5785
Creb5_TATCGC20NCG_Z	SPIC_HUMAN.H11MO.0.D	CREB5	SPIC	0.6497
CTCF_full_AJ_TAGCGA20NGCT	CTCF_HUMAN.H11MO.0.A	CTCF	CTCF	0.7491
CUX1_TAGCAG40NACT_AI	HNF6_HUMAN.H11MO.0.B	CUX1	ONECUT1	0.9139
CUX2_TAGCCT40NCCT_AI	CUX1_HUMAN.H11MO.0.C	CUX2	CUX1	0.6284
Dbp_TAAATG20NCG_Z	NFIL3_HUMAN.H11MO.0.D	DBP	NFIL3	0.6642
DBP_TAACTT20NCG_W	HLF_HUMAN.H11MO.0.C	DBP	HLF	0.9978
DBP_TGCGGG20NGGC_AE	DBP_HUMAN.H11MO.0.B	DBP	DBP	0.999
DLX1_TCTTGA20NGA_AC	HME2_HUMAN.H11MO.0.D	DLX1	EN2	0.6294
Dlx1_TGAGAT20NCG_P	DLX6_HUMAN.H11MO.0.D	DLX1	DLX6	0.9583
Dlx2_TCGCCA20NCCT_AA	DLX6_HUMAN.H11MO.0.D	DLX2	DLX6	0.8773
DLX2_TTCATG20NTA_AF	DLX6_HUMAN.H11MO.0.D	DLX2	DLX6	0.7854
DLX3_TATGTT20NCG_Y	DLX6_HUMAN.H11MO.0.D	DLX3	DLX6	0.7512
DLX4_TCTTCT20NGA_AC	DLX6_HUMAN.H11MO.0.D	DLX4	DLX6	0.654
DLX5_AGGGC14N_S	DLX4_HUMAN.H11MO.0.D	DLX5	DLX4	0.6755
DLX6_TGCGGG20NGA_Y	DLX6_HUMAN.H11MO.0.D	DLX6	DLX6	0.727
DMBX1_TAACCC20NCCA_AC	VEZF1_HUMAN.H11MO.0.C	DMBX1	VEZF1	0.6216
DPRX_TCGAAG30NAAT_AI	DPRX_HUMAN.H11MO.0.D	DPRX	DPRX	0.8235
DRGX_TCCCTC20NCG_Y	PHX2A_HUMAN.H11MO.0.D	DRGX	PHOX2A	0.9373
DUXA_TTCACA20NTA_AF	PHX2B_HUMAN.H11MO.0.D	DUXA	PHOX2B	0.6104
E2F1_CAATT14N_U	VEZF1_HUMAN.H11MO.0.C	E2F1	VEZF1	0.6518
E2F2_TACTCA20NCG_W	SPIC_HUMAN.H11MO.0.D	E2F2	SPIC	0.581
E2F3_TTACAT20NACA_AF	VEZF1_HUMAN.H11MO.0.C	E2F3	VEZF1	0.6002
E2F4_AGCAG14N_U	HME2_HUMAN.H11MO.0.D	E2F4	EN2	0.6425
E2F7_TCACAC20NACA_Y	VEZF1_HUMAN.H11MO.0.C	E2F7	VEZF1	0.5856
E2F8_GGCTT14N_U	ZN467_HUMAN.H11MO.0.C	E2F8	ZNF467	0.6026
EBF1_TATAAG20NCG_AC	EGR2_HUMAN.H11MO.0.A	EBF1	EGR2	0.5771
EGR1_TACTAT20NATC_AA	TBX15_HUMAN.H11MO.0.D	EGR1	TBX15	0.5825
EGR1_TCTCTT20NGA_Y	EGR1_HUMAN.H11MO.0.A	EGR1	EGR1	0.6729
Egr1_TGCGCC20NCG_P	TBX15_HUMAN.H11MO.0.D	EGR1	TBX15	0.8914
EGR2_TCATCA20NCTA_W	EGR1_HUMAN.H11MO.0.A	EGR2	EGR1	0.6981
EGR2_TCGGCC20NGA_W	SPIC_HUMAN.H11MO.0.D	EGR2	SPIC	0.5873
Egr3_TCATGC20NGTA_Z	EGR2_HUMAN.H11MO.0.A	EGR3	EGR2	0.594
EGR3_TTAAGA20NGAA_AF	ZBT17_HUMAN.H11MO.0.A	EGR3	ZBTB17	0.5971
EGR4_TAGCGA40NGCT_AI	VEZF1_HUMAN.H11MO.0.C	EGR4	VEZF1	0.6885
EGR4_TGCGCC20NCGC_Y	EGR2_HUMAN.H11MO.0.A	EGR4	EGR2	0.614
ELF1_TATGGG20NCG_W	NFAC1_HUMAN.H11MO.0.B	ELF1	NFATC1	0.5343
ELF1_TGGGTA20NGA_O	ETV1_HUMAN.H11MO.0.A	ELF1	ETV1	0.7873
ELF3_TCCGTG20NTGC_Y	ELF5_HUMAN.H11MO.0.A	ELF3	ELF5	0.6099
Elf5_TATTGT20NCG_Z	ELF5_HUMAN.H11MO.0.A	ELF5	ELF5	0.804
ELF5_TCTCGG20NGA_AF	EHF_HUMAN.H11MO.0.B	ELF5	EHF	0.7161
ELF5_TGCCGC20NCG_V	ELF5_HUMAN.H11MO.0.A	ELF5	ELF5	0.8493
ELK1_TAGCAG30NACT_AI	ETS1_HUMAN.H11MO.0.A	ELK1	ETS1	0.6994
ELK1_TCGGAA20NAGT_AG	ELK4_HUMAN.H11MO.0.A	ELK1	ELK4	0.9451
ELK1_TGAGTG20NTGA_AG	EHF_HUMAN.H11MO.0.B	ELK1	EHF	0.6358
ELK3_TCGGGG20NGGT_AG	ETV1_HUMAN.H11MO.0.A	ELK3	ETV1	0.8786
Elk3_TGAGTG20NTGA_AC	ETS2_HUMAN.H11MO.0.B	ELK3	ETS2	0.5635
ELK4_TAGGGC40NGGT_AK	ETV1_HUMAN.H11MO.0.A	ELK4	ETV1	0.7282
EMX1_TCGCAT30NACT_AI	ZBT49_HUMAN.H11MO.0.D	EMX1	ZBTB49	0.649
EMX2_TGGTTC30NTTT_AI	ZBT49_HUMAN.H11MO.0.D	EMX2	ZBTB49	0.6704
EN1_TGACCT20NCCA_W	HXA2_HUMAN.H11MO.0.D	EN1	HOXA2	0.6911
EN1_TGTAGG20NGA_Y	HME2_HUMAN.H11MO.0.D	EN1	EN2	0.594
En2_TCAGCT20NCG_Z	SPIC_HUMAN.H11MO.0.D	EN2	SPIC	0.5936
EN2_TGCCAT20NGA_AE	HME2_HUMAN.H11MO.0.D	EN2	EN2	0.643
EN2_TTGAGG20NGA_R	MAZ_HUMAN.H11MO.0.A	EN2	MAZ	0.6115
EOMES_TGTAAA30NAAG_AI	TBR1_HUMAN.H11MO.0.D	EOMES	TBR1	0.7132
ERF_TCAGAG20NCG_W	SPIC_HUMAN.H11MO.0.D	ERF	SPIC	0.5438
ERG_TCTACA20NCAG_AG	ERG_HUMAN.H11MO.0.A	ERG	ERG	0.699
ERG_TGCAAG20NAAC_AG	ERG_HUMAN.H11MO.0.A	ERG	ERG	0.6203
ESR1_TAGAGT20NCG_W	FLI1_HUMAN.H11MO.0.A	ESR1	FLI1	0.542
Esrra_TAGCTC20NCG_AC	SPIC_HUMAN.H11MO.0.D	ESRRA	SPIC	0.5918
ESRRA_TCGCAT20NACT_Z	COT2_HUMAN.H11MO.1.A	ESRRA	NR2F2	0.639
ESRRA_TGACGA30NGCA_AI	VEZF1_HUMAN.H11MO.0.C	ESRRA	VEZF1	0.6175
ESRRB_ATTAC14N_U	SPIC_HUMAN.H11MO.0.D	ESRRB	SPIC	0.6186
ESRRG_TGACGA20NGCA_AF	ZFP82_HUMAN.H11MO.0.C	ESRRG	ZFP82	0.5895
ESX1_TCTCGG20NGA_AC	DLX6_HUMAN.H11MO.0.D	ESX1	DLX6	0.9507
ESX1_TCTTCT20NGA_AE	DLX6_HUMAN.H11MO.0.D	ESX1	DLX6	0.9825
ETS1_TGTAAA20NGA_AF	ETV5_HUMAN.H11MO.0.C	ETS1	ETV5	0.5714
ETS1_TGTACC30NCAG_AI	VEZF1_HUMAN.H11MO.0.C	ETS1	VEZF1	0.629
ETV1_TCGTTA20NTTT_AG	ETV1_HUMAN.H11MO.0.A	ETV1	ETV1	0.8128
ETV2_TGGAGC20NGAT_AK	EHF_HUMAN.H11MO.0.B	ETV2	EHF	0.5236
ETV3_TCAGGA20NCG_W	SPIC_HUMAN.H11MO.0.D	ETV3	SPIC	0.5525
ETV4_TCTATG20NTAG_AG	ETV1_HUMAN.H11MO.0.A	ETV4	ETV1	0.9084
ETV5_TGCACT20NGA_AF	ETV1_HUMAN.H11MO.0.A	ETV5	ETV1	0.7508
ETV6_TGAGTG20NGA_AF	NFAT5_HUMAN.H11MO.0.D	ETV6	NFAT5	0.5983
EVX1_TGGGAC20NAGT_Z	ZBT49_HUMAN.H11MO.0.D	EVX1	ZBTB49	0.7638
EVX2_TCAAGG20NGAA_Y	HXA2_HUMAN.H11MO.0.D	EVX2	HOXA2	0.9476
FEV_TGATCC20NCTA_Z	ETV1_HUMAN.H11MO.0.A	FEV	ETV1	0.7469
FIGLA_AGATA14N_U	IRX2_HUMAN.H11MO.0.D	FIGLA	IRX2	0.5819
FLI1_TAGGAT20NAGT_AC	ETV5_HUMAN.H11MO.0.C	FLI1	ETV5	0.5698
FLI1_TCTAAT20NCG_V	ETS1_HUMAN.H11MO.0.A	FLI1	ETS1	0.8189
FOXB1_TCTGGT20NGGG_AE	ZN341_HUMAN.H11MO.0.C	FOXB1	ZNF341	0.5973
FOXB1_TGAGCA30NCGA_AI	VEZF1_HUMAN.H11MO.0.C	FOXB1	VEZF1	0.6291
Foxc1_CCCCT14N_T	KLF16_HUMAN.H11MO.0.D	FOXC1	KLF16	0.643
FOXC1_TGAGGC30NGGA_AI	IRF3_HUMAN.H11MO.0.B	FOXC1	IRF3	0.575
FOXC2_TGAGTG30NTGA_AI	FOXK1_HUMAN.H11MO.0.A	FOXC2	FOXK1	0.7146
FOXD2_TGCTCG20NCTC_Z	FOXD2_HUMAN.H11MO.0.D	FOXD2	FOXD2	0.6992
FOXD3_TGGGGT20NGGT_Z	CPEB1_HUMAN.H11MO.0.D	FOXD3	CPEB1	0.5906
Foxg1_TATCTG20NTCG_AF	VEZF1_HUMAN.H11MO.0.C	FOXG1	VEZF1	0.5462
FOXG1_TGGTTC20NGA_AA	SPIC_HUMAN.H11MO.0.D	FOXG1	SPIC	0.5493
FOXI1_TCGGAA20NGA_AF	CPEB1_HUMAN.H11MO.0.D	FOXI1	CPEB1	0.5751
FOXJ2_TGACGA20NGA_W	FOXO6_HUMAN.H11MO.0.D	FOXJ2	FOXO6	0.7216
Foxj3_TAAACA20NCAA_AF	FOXK1_HUMAN.H11MO.0.A	FOXJ3	FOXK1	0.6009
FOXJ3_TAGTGG20NGTT_AC	VEZF1_HUMAN.H11MO.0.C	FOXJ3	VEZF1	0.5664
FOXK1_GACAG14N_S	ZN282_HUMAN.H11MO.0.D	FOXK1	ZNF282	0.5559
Foxk1_TGGGTA20NCG_Q	SPIC_HUMAN.H11MO.0.D	FOXK1	SPIC	0.694
FOXL1_TGCTCG20NCTC_W	FOXO6_HUMAN.H11MO.0.D	FOXL1	FOXO6	0.7308
FOXO1_TTCAGC20NTA_AF	FOXG1_HUMAN.H11MO.0.D	FOXO1	FOXG1	0.5744
FOXO3_TGTTGC20NGTG_W	FOXO6_HUMAN.H11MO.0.D	FOXO3	FOXO6	0.5825
FOXO4_TGACTC20NGA_AC	CPEB1_HUMAN.H11MO.0.D	FOXO4	CPEB1	0.5641
FOXO6_TCGTGT30NGTT_AH	FOXO6_HUMAN.H11MO.0.D	FOXO6	FOXO6	0.7034
FOXP3_TCAATT20NTAA_Y	SPIC_HUMAN.H11MO.0.D	FOXP3	SPIC	0.5317
GABPA_TGGCCC20NCCT_AG	SPIC_HUMAN.H11MO.0.D	GABPA	SPIC	0.6286
GATA3_TCATGC20NCG_AC	GATA3_HUMAN.H11MO.0.A	GATA3	GATA3	0.6666
GATA3_TGTCGT20NGA_AC	GLI2_HUMAN.H11MO.0.D	GATA3	GLI2	0.569
GATA4_TAAAAT20NAAA_Y	GATA1_HUMAN.H11MO.1.A	GATA4	GATA1	0.8179
GATA5_TAAATG20NTAA_Y	GATA1_HUMAN.H11MO.1.A	GATA5	GATA1	0.7041
GBX1_TAGTCC20NCG_Y	DLX6_HUMAN.H11MO.0.D	GBX1	DLX6	0.7222
Gbx1_TCGGTT20NCG_Q	HME2_HUMAN.H11MO.0.D	GBX1	EN2	0.812
Gbx2_TACACC20NCAC_Z	SPIC_HUMAN.H11MO.0.D	GBX2	SPIC	0.5785
GBX2_TCCCGA20NGCC_Y	HXA2_HUMAN.H11MO.0.D	GBX2	HOXA2	0.6435
GBX2_TGATTT20NGA_AE	DLX6_HUMAN.H11MO.0.D	GBX2	DLX6	0.5603
GCM1_TCCAGT20NGAC_AE	GCM2_HUMAN.H11MO.0.D	GCM1	GCM2	0.5972
GCM1_TGAGCA20NCGA_Y	GCM2_HUMAN.H11MO.0.D	GCM1	GCM2	0.8786
GCM2_TGACTC20NTCA_Y	GCM2_HUMAN.H11MO.0.D	GCM2	GCM2	0.6809
GLI2_TAAGTA40NTGA_AI	GLI1_HUMAN.H11MO.0.D	GLI2	GLI1	0.8558
GLIS1_TTCGGT20NGA_R	TBX15_HUMAN.H11MO.0.D	GLIS1	TBX15	0.5861
GLIS2_TACTAT20NATC_Y	VEZF1_HUMAN.H11MO.0.C	GLIS2	VEZF1	0.5563
GLIS3_TCGCAT20NGA_O	GLIS2_HUMAN.H11MO.0.D	GLIS3	GLIS2	0.5925
GMEB2_TCGCGC20NGA_Y	GMEB2_HUMAN.H11MO.0.D	GMEB2	GMEB2	0.5596
GMEB2_TGGATG20NGA_O	GMEB2_HUMAN.H11MO.0.D	GMEB2	GMEB2	0.7436
GRHL1_TCCAAC20NTA_Q	ZN740_HUMAN.H11MO.0.D	GRHL1	ZNF740	0.6527
GRHL1_TGGACA20NCAT_W	GRHL2_HUMAN.H11MO.0.A	GRHL1	GRHL2	0.7498
GSC2_TTAGAA20NTA_AF	ZN282_HUMAN.H11MO.0.D	GSC2	ZNF282	0.5573
GSC_TGGGAC20NGA_AE	LHX4_HUMAN.H11MO.0.D	GSC	LHX4	0.59
GSX1_TCACAC20NCG_Y	CPEB1_HUMAN.H11MO.0.D	GSX1	CPEB1	0.5741
GSX2_TCCAAC20NCG_Y	GSX2_HUMAN.H11MO.0.D	GSX2	GSX2	0.7115
HES5_TCCACG20NCG_Y	MNX1_HUMAN.H11MO.0.D	HES5	MNX1	0.5556
HES5_TCGGGG30NGGT_AI	VEZF1_HUMAN.H11MO.0.C	HES5	VEZF1	0.7277
HES7_AATTC14N_U	EGR2_HUMAN.H11MO.0.A	HES7	EGR2	0.6652
HESX1_TCTTCT20NCTG_Z	ZFP82_HUMAN.H11MO.0.C	HESX1	ZFP82	0.5853
HEY1_TGAAAC20NGA_Y	SPIC_HUMAN.H11MO.0.D	HEY1	SPIC	0.5755
HEY2_TCGATC20NGA_Y	SPIC_HUMAN.H11MO.0.D	HEY2	SPIC	0.5655
HEY2_TCTCAA20NGA_AF	SPIC_HUMAN.H11MO.0.D	HEY2	SPIC	0.5612
Hic1_TCATCA20NCTA_Z	TBX15_HUMAN.H11MO.0.D	HIC1	TBX15	0.6198
HIC2_TGAGCA20NGA_AC	VEZF1_HUMAN.H11MO.0.C	HIC2	VEZF1	0.5904
HINFP1_TCAAGG20NGAA_W	SP2_HUMAN.H11MO.0.A	HINFP	SP2	0.547
HLF_TAGCCT20NCG_AD	SPIC_HUMAN.H11MO.0.D	HLF	SPIC	0.5658
Hlf_TCAATT20NTA_P	TBX15_HUMAN.H11MO.0.D	HLF	TBX15	0.8166
HMBOX1_TCCTGG20NCG_Z	PO3F3_HUMAN.H11MO.0.D	HMBOX1	POU3F3	0.5829
HMX1_TCGCCA20NCCT_Z	HMX2_HUMAN.H11MO.0.D	HMX1	HMX2	0.5875
HMX2_TAGTGG20NCG_Y	PO3F3_HUMAN.H11MO.0.D	HMX2	POU3F3	0.6192
HMX3_TGCACT30NCAC_AI	HMX2_HUMAN.H11MO.0.D	HMX3	HMX2	0.7504
HNF1A_TGAGCA20NCGA_W	HNF1B_HUMAN.H11MO.0.A	HNF1A	HNF1B	0.9727
HNF1B_TCGACT20NCAT_W	HNF1B_HUMAN.H11MO.0.A	HNF1B	HNF1B	0.8394
Hnf4a_TCCACG20NCG_Z	PPARA_HUMAN.H11MO.0.B	HNF4A	PPARA	0.569
HNF4A_TCCGTG40NTGC_AI	HNF4A_HUMAN.H11MO.0.A	HNF4A	HNF4A	0.8999
HNF4A_TGACAG20NGA_AF	ZFP82_HUMAN.H11MO.0.C	HNF4A	ZFP82	0.5919
HOMEZ_TCGATC20NTAT_Y	ONEC3_HUMAN.H11MO.0.D	HOMEZ	ONECUT3	0.6454
HOXA10_TAGGAT30NAGT_AI	HXC10_HUMAN.H11MO.0.D	HOXA10	HOXC10	0.7033
Hoxa11_TCCCCT20NCG_Z	HXC12_HUMAN.H11MO.0.D	HOXA11	HOXC12	0.7382
HOXA13_TGTGGA20NGGG_AE	KLF1_HUMAN.H11MO.0.A	HOXA13	KLF1	0.5533
HOXA13_TTCTCT20NTA_AF	HXC10_HUMAN.H11MO.0.D	HOXA13	HOXC10	0.6019
HOXA1_TGGAAT20NAAT_AF	HME2_HUMAN.H11MO.0.D	HOXA1	EN2	0.6813
Hoxa2_TACCGT20NCG_Z	HXB3_HUMAN.H11MO.0.D	HOXA2	HOXB3	0.8096
HOXA2_TTATTA20NTA_AF	HME1_HUMAN.H11MO.0.D	HOXA2	EN1	0.6467
HOXB13_TGCCTG20NGA_Y	HXC10_HUMAN.H11MO.0.D	HOXB13	HOXC10	0.7297
HOXB2_TAACAA20NACA_Y	HXA2_HUMAN.H11MO.0.D	HOXB2	HOXA2	0.946
HOXB3_TACATT20NTAC_Y	ZBT49_HUMAN.H11MO.0.D	HOXB3	ZBTB49	0.6198
HOXB5_TCTTGA20NGTG_Z	VEZF1_HUMAN.H11MO.0.C	HOXB5	VEZF1	0.5677
Hoxc10_TATAGA20NGAG_Z	NKX62_HUMAN.H11MO.0.D	HOXC10	NKX6-2	0.5635
HOXC10_TGGACA20NGA_Y	HXC10_HUMAN.H11MO.0.D	HOXC10	HOXC10	0.8449
HOXC11_TCACTA20NTCA_AC	HXC12_HUMAN.H11MO.0.D	HOXC11	HOXC12	0.6468
HOXC11_TGCGAA20NGA_AF	HXC10_HUMAN.H11MO.0.D	HOXC11	HOXC10	0.6206
HOXC12_TCATGC20NGTA_Y	HXC10_HUMAN.H11MO.0.D	HOXC12	HOXC10	0.576
HOXC13_TCCCTC20NTCC_Y	HXC12_HUMAN.H11MO.0.D	HOXC13	HOXC12	0.6544
HOXD11_TCCGGC20NGGC_Y	HXC10_HUMAN.H11MO.0.D	HOXD11	HOXC10	0.5467
HOXD12_TCAGTC20NCG_Y	HXC12_HUMAN.H11MO.0.D	HOXD12	HOXC12	0.713
HOXD12_TCAGTC30NTGA_AH	HXC12_HUMAN.H11MO.0.D	HOXD12	HOXC12	0.6568
HOXD13_GTGCT14N_U	ZN467_HUMAN.H11MO.0.C	HOXD13	ZNF467	0.5908
Hoxd13_TGATAA20NATA_AC	HXC12_HUMAN.H11MO.0.D	HOXD13	HOXC12	0.6495
Hoxd3_TGCCAT20NCG_P	SPIC_HUMAN.H11MO.0.D	HOXD3	SPIC	0.7022
HOXD8_TCATAT20NATA_Y	TBX15_HUMAN.H11MO.0.D	HOXD8	TBX15	0.5326
Hoxd9_TCCTAA20NCG_Z	CPEB1_HUMAN.H11MO.0.D	HOXD9	CPEB1	0.5928
HSF1_TACCAC20NACC_AA	EGR2_HUMAN.H11MO.0.A	HSF1	EGR2	0.5769
HSF1_TATAGA20NGAG_Y	HSF4_HUMAN.H11MO.0.D	HSF1	HSF4	0.9334
HSF2_TGGGGT20NCG_V	CPEB1_HUMAN.H11MO.0.D	HSF2	CPEB1	0.6611
HSF4_TATCAT20NACG_Y	HSF1_HUMAN.H11MO.0.A	HSF4	HSF1	0.7059
HSFY2_TCAGAG20NAGA_Y	HSFY1_HUMAN.H11MO.0.D	HSFY2	HSFY1	0.5941
ID4_CTACA14N_U	TBX1_HUMAN.H11MO.0.D	ID4	TBX1	0.6342
IRF3_TCCTAA40NATC_AI	VEZF1_HUMAN.H11MO.0.C	IRF3	VEZF1	0.6754
IRF4_TCAAGG20NCG_AD	IRF1_HUMAN.H11MO.0.A	IRF4	IRF1	0.5531
IRF5_TAACAA20NCG_AD	EGR2_HUMAN.H11MO.0.A	IRF5	EGR2	0.6175
IRF7_TATCGC20NGCG_AC	PRDM1_HUMAN.H11MO.0.A	IRF7	PRDM1	0.5496
IRF8_TCCCCT20NCCC_AE	EGR2_HUMAN.H11MO.0.A	IRF8	EGR2	0.6168
IRF8_TGGCGG20NGCT_Z	STAT2_HUMAN.H11MO.0.A	IRF8	STAT2	0.7446
IRF9_TATGTT20NTGG_W	MAZ_HUMAN.H11MO.0.A	IRF9	MAZ	0.6114
IRX2_TGCATC30NTAC_AI	IRX3_HUMAN.H11MO.0.D	IRX2	IRX3	0.898
Irx3_TACTGC20NCG_Z	CPEB1_HUMAN.H11MO.0.D	IRX3	CPEB1	0.5791
IRX5_TAAGGT20NTA_Q	IRX3_HUMAN.H11MO.0.D	IRX5	IRX3	0.7233
ISL2_TCTAAT30NAAG_AI	ISL2_HUMAN.H11MO.0.D	ISL2	ISL2	0.7379
ISX_TATTTA20NCG_Y	GBX1_HUMAN.H11MO.0.D	ISX	GBX1	0.8744
ISX_TGAGTG20NTGA_AE	ZBT49_HUMAN.H11MO.0.D	ISX	ZBTB49	0.8518
Jdp2_TATCTG20NCG_Z	SPIC_HUMAN.H11MO.0.D	JDP2	SPIC	0.5599
JDP2_TCCTTT20NTTC_AC	VEZF1_HUMAN.H11MO.0.C	JDP2	VEZF1	0.5613
JDP2_TGTTCA20NGA_AE	ZFP82_HUMAN.H11MO.0.C	JDP2	ZFP82	0.5476
Klf12_TGATGG20NGA_Z	PO3F3_HUMAN.H11MO.0.D	KLF12	POU3F3	0.593
KLF13_TGGACA20NGA_AE	KLF14_HUMAN.H11MO.0.D	KLF13	KLF14	0.6734
KLF14_TTGGGA20NTA_AF	CPEB1_HUMAN.H11MO.0.D	KLF14	CPEB1	0.563
KLF16_TTGATT20NTA_AF	EGR2_HUMAN.H11MO.0.A	KLF16	EGR2	0.6165
LBX2_TAATTC20NTTA_Y	LHX9_HUMAN.H11MO.0.D	LBX2	LHX9	0.7581
LEF1_TCCCGA20NGCC_AC	ZFP82_HUMAN.H11MO.0.C	LEF1	ZFP82	0.5495
LHX2_TCCAGT30NGAC_AI	ZFP82_HUMAN.H11MO.0.C	LHX2	ZFP82	0.5861
Lhx4_TAAATG20NTAA_Z	HXD4_HUMAN.H11MO.0.D	LHX4	HOXD4	0.6058
LHX6_TCGGGG20NGGT_AF	SPIC_HUMAN.H11MO.0.D	LHX6	SPIC	0.5822
