Alx1_TAAAGC20NCG_Z	ALX4_HUMAN.H11MO.0.D	ALX1	ALX4	0.9955
Lhx8_TGCTCG40NCTC_AI	LHX8_HUMAN.H11MO.0.D	LHX8	LHX8	0.7993
LHX9_TATTGT20NGTG_Y	HME2_HUMAN.H11MO.0.D	LHX9	EN2	0.6046
LMX1A_TCTGGT20NGGG_Z	NKX62_HUMAN.H11MO.0.D	LMX1A	NKX6-2	0.7479
LMX1B_TCGGAA20NAGT_AE	ZN740_HUMAN.H11MO.0.D	LMX1B	ZNF740	0.6092
LMX1B_TGAGGC20NGGA_Z	DLX6_HUMAN.H11MO.0.D	LMX1B	DLX6	0.9146
Mafb_TCGTTA20NTTT_AA	MAFG_HUMAN.H11MO.1.A	MAFB	MAFG	0.6173
MAFF_TGGAAT20NAAT_Z	ZBT17_HUMAN.H11MO.0.A	MAFF	ZBTB17	0.5598
MAFG_TGTAAA40NAAG_AI	MAF_HUMAN.H11MO.0.A	MAFG	MAF	0.5815
MAFK_TGCCTG30NTCC_AI	MAF_HUMAN.H11MO.0.A	MAFK	MAF	0.7684
MAFK_TTAAAG20NTA_AE	SPIC_HUMAN.H11MO.0.D	MAFK	SPIC	0.5469
MAX_TGACCT20NGA_Y	MYC_HUMAN.H11MO.0.A	MAX	MYC	0.8776
MEF2A_TAATAG20NTA_Q	TBX15_HUMAN.H11MO.0.D	MEF2A	TBX15	0.581
MEF2B_TCGTAC20NATT_AE	VEZF1_HUMAN.H11MO.0.C	MEF2B	VEZF1	0.7027
MEF2D_TGCGTT20NGA_Y	MEF2B_HUMAN.H11MO.0.A	MEF2D	MEF2B	0.5686
MEIS1_TGACCT20NGA_O	MEIS3_HUMAN.H11MO.0.D	MEIS1	MEIS3	0.8848
Meis2_TCAAAA20NTA_P	MEIS3_HUMAN.H11MO.0.D	MEIS2	MEIS3	0.6879
MEIS2_TCGCTG20NGA_AA	BATF_HUMAN.H11MO.0.A	MEIS2	BATF	0.5445
Meis3_TGGACA20NGA_AF	CPEB1_HUMAN.H11MO.0.D	MEIS3	CPEB1	0.5623
MEIS3_TGGGTA20NGA_Y	MEIS3_HUMAN.H11MO.0.D	MEIS3	MEIS3	0.8903
MEOX1_TACCTA20NCG_W	MEOX2_HUMAN.H11MO.0.D	MEOX1	MEOX2	0.594
Meox2_TACGTC20NTGC_Z	HME2_HUMAN.H11MO.0.D	MEOX2	EN2	0.5913
MEOX2_TAGTTT30NTTT_AI	MEOX2_HUMAN.H11MO.0.D	MEOX2	MEOX2	0.6928
MESP1_TACCCG20NCG_Y	PO3F3_HUMAN.H11MO.0.D	MESP1	POU3F3	0.5785
MGA_TAGGGC20NGGT_Y	TBR1_HUMAN.H11MO.0.D	MGA	TBR1	0.5632
MIXL1_TGATTT20NTTA_AE	RAX2_HUMAN.H11MO.0.D	MIXL1	RAX2	0.9155
MLX_CATAT14N_S	TBX15_HUMAN.H11MO.0.D	MLX	TBX15	0.6143
Mlx_CCTGG14N_T	HEY1_HUMAN.H11MO.0.D	MLX	HEY1	0.6564
MLXIPL_TGTAAA20NAAG_AE	TBX15_HUMAN.H11MO.0.D	MLXIPL	TBX15	0.6522
MNT_TCTTCT20NGA_Y	EGR2_HUMAN.H11MO.0.A	MNT	EGR2	0.5943
MNX1_TGGTGA20NGTT_Z	VEZF1_HUMAN.H11MO.0.C	MNX1	VEZF1	0.5759
MSC_TAGTCC20NCTT_AA	VEZF1_HUMAN.H11MO.0.C	MSC	VEZF1	0.6981
MSX1_TGCGAA30NAGC_AI	HXA2_HUMAN.H11MO.0.D	MSX1	HOXA2	0.6542
MSX1_TGCTTA20NGA_AE	HME2_HUMAN.H11MO.0.D	MSX1	EN2	0.5953
MSX2_TGCGGG20NGA_W	GSX1_HUMAN.H11MO.0.D	MSX2	GSX1	0.5721
Msx3_TCGACT20NCAT_AA	HME2_HUMAN.H11MO.0.D	VENTX	EN2	0.6483
MTF1_TGATCC20NCTA_Y	VEZF1_HUMAN.H11MO.0.C	MTF1	VEZF1	0.6849
MYBL1_TTGCGT20NTA_AF	MYBA_HUMAN.H11MO.0.D	MYBL1	MYBL1	0.6797
MYBL2_TGAGTG20NGA_AC	OVOL2_HUMAN.H11MO.0.D	MYBL2	OVOL2	0.6173
MYF6_TGACTC20NTCA_AF	SPIC_HUMAN.H11MO.0.D	MYF6	SPIC	0.623
NEUROD2_TGACCT20NGA_AE	BHE23_HUMAN.H11MO.0.D	NEUROD2	BHLHE23	0.582
NEUROG2_TCGCTG20NTCT_Z	BHE23_HUMAN.H11MO.0.D	NEUROG2	BHLHE23	0.6365
NEUROG2_TGGCGG20NGA_AE	ZN282_HUMAN.H11MO.0.D	NEUROG2	ZNF282	0.5547
NFAT5_TGATAA20NGA_AA	NFAC1_HUMAN.H11MO.1.B	NFAT5	NFATC1	0.6124
NFATC1_TTCGTA20NTGC_AE	NFAT5_HUMAN.H11MO.0.D	NFATC1	NFAT5	0.6279
NFE2_TGTAGG20NGA_AC	ZFP82_HUMAN.H11MO.0.C	NFE2	ZFP82	0.5676
NFIA_TACGTC20NTGC_AA	NFIC_HUMAN.H11MO.0.A	NFIA	NFIC	0.7671
NFIB_TCATCA20NCG_AD	RREB1_HUMAN.H11MO.0.D	NFIB	RREB1	0.5475
NFIL3_TAGACG20NCG_Y	PO3F3_HUMAN.H11MO.0.D	NFIL3	POU3F3	0.607
NFIX_TCAACC20NCG_AC	NFIA_HUMAN.H11MO.1.D	NFIX	NFIA	0.7824
NFIX_TGAGAT20NAGA_W	NFIC_HUMAN.H11MO.0.A	NFIX	NFIC	0.9999
NFKB1_TCTCAA20NGA_AA	SPIC_HUMAN.H11MO.0.D	NFKB1	SPIC	0.5656
NFKB2_TTCAAT20NGA_R	ZIC4_HUMAN.H11MO.0.D	NFKB2	ZIC4	0.5898
NHLH1_TGATGG20NGTA_W	ITF2_HUMAN.H11MO.0.C	NHLH1	TCF4	0.6086
NHLH1_TGGGCG20NGA_W	ASCL1_HUMAN.H11MO.0.A	NHLH1	ASCL1	0.5657
NKX2-3_TGCTAC20NGA_Y	NKX23_HUMAN.H11MO.0.D	NKX2-3	NKX2-3	0.6044
NKX2-3_TGGAAT20NGA_AE	NKX23_HUMAN.H11MO.0.D	NKX2-3	NKX2-3	0.622
NKX2-8_TAGGCA20NCG_Y	NKX23_HUMAN.H11MO.0.D	NKX2-8	NKX2-3	0.8777
NKX2-8_TGTTGC20NGTG_AE	NKX23_HUMAN.H11MO.0.D	NKX2-8	NKX2-3	0.6808
NKX3-1_TCCCTC20NCG_AD	NKX23_HUMAN.H11MO.0.D	NKX3-1	NKX2-3	0.5983
Nkx3-1_TCTTAG20NATG_AA	NKX23_HUMAN.H11MO.0.D	NKX3-1	NKX2-3	0.7207
NKX3-2_TCCAGT20NGAC_Y	NKX32_HUMAN.H11MO.0.C	NKX3-2	NKX3-2	0.7403
Nkx6-1_TCGTGT20NGTT_AC	NKX62_HUMAN.H11MO.0.D	NKX6-1	NKX6-2	0.7563
NKX6-1_TGAAAC20NAAA_W	SPIC_HUMAN.H11MO.0.D	NKX6-1	SPIC	0.5606
NKX6-1_TGCGGG30NGGC_AI	NKX62_HUMAN.H11MO.0.D	NKX6-1	NKX6-2	0.9518
NKX6-2_TGGCAA20NGA_AE	NKX62_HUMAN.H11MO.0.D	NKX6-2	NKX6-2	0.7987
NKX6-2_TTACAT20NTA_AF	LHX9_HUMAN.H11MO.0.D	NKX6-2	LHX9	0.922
NOTO_TGCGTT30NTGC_AI	MAZ_HUMAN.H11MO.0.A	NOTO	MAZ	0.6359
NR2C2_TCGACT20NCAT_Z	COT2_HUMAN.H11MO.1.A	NR2C2	NR2F2	0.6575
NR2E1_TAACAA20NACA_W	TBX15_HUMAN.H11MO.0.D	NR2E1	TBX15	0.5912
Nr2e1_TCGCGC20NGCT_AA	RXRA_HUMAN.H11MO.0.A	NR2E1	RXRA	0.621
NR2F1_TCTGAC20NGA_AE	RXRA_HUMAN.H11MO.1.A	NR2F1	RXRA	0.9411
NR2F1_TCTGAC30NAGG_AI	COT1_HUMAN.H11MO.0.C	NR2F1	NR2F1	0.7276
Nr2f6_TAGTTT20NCG_Z	HMGA1_HUMAN.H11MO.0.D	NR2F6	HMGA1	0.5581
NR2F6_TCTTGA20NGA_AE	COT2_HUMAN.H11MO.0.A	NR2F6	NR2F2	0.9032
NR2F6_TGTGGA20NGA_Y	Z354A_HUMAN.H11MO.0.C	NR2F6	ZNF354A	0.5634
NR3C1_TGACGA20NGCA_AG	ZFP82_HUMAN.H11MO.0.C	NR3C1	ZFP82	0.5725
NR3C2_TCAGAG20NAGA_AC	ZFP82_HUMAN.H11MO.0.C	NR3C2	ZFP82	0.5651
NR4A2_TCATTG20NTTA_W	MAZ_HUMAN.H11MO.0.A	NR4A2	MAZ	0.6079
NRF1_TAGCGA20NCG_AC	FUBP1_HUMAN.H11MO.0.D	NRF1	FUBP1	0.5462
NRL_TGGAGC20NGA_O	BACH1_HUMAN.H11MO.0.A	NRL	BACH1	0.7109
OLIG1_TGCCTG20NTCC_Z	BHE23_HUMAN.H11MO.0.D	OLIG1	BHLHE23	0.6128
OLIG2_TCTTTC20NGA_Y	BHE23_HUMAN.H11MO.0.D	OLIG2	BHLHE23	0.5525
OLIG2_TGCGCC20NGA_AE	BHE23_HUMAN.H11MO.0.D	OLIG2	BHLHE23	0.5574
OLIG3_TGTCCG20NGA_Y	BHE23_HUMAN.H11MO.0.D	OLIG3	BHLHE23	0.5945
ONECUT1_TAGCTC20NTCT_Y	HNF6_HUMAN.H11MO.0.B	ONECUT1	ONECUT1	0.9073
ONECUT1_TCGCAT20NGA_AE	HNF6_HUMAN.H11MO.0.B	ONECUT1	ONECUT1	0.5709
ONECUT2_TGGGCG30NCGT_AH	SPIC_HUMAN.H11MO.0.D	ONECUT2	SPIC	0.5996
ONECUT3_TAGAAC20NAAT_Y	CUX2_HUMAN.H11MO.0.D	ONECUT3	CUX2	0.6105
Otx1_TCTTAG20NATG_AC	GSC2_HUMAN.H11MO.0.D	OTX1	GSC2	0.562
OTX1_TGATAA20NGA_Y	CRX_HUMAN.H11MO.0.B	OTX1	CRX	0.8368
OTX2_TATGGG20NGGG_AC	BC11A_HUMAN.H11MO.0.A	OTX2	BCL11A	0.5867
PAX1_TAACTT20NTCA_Y	SPIC_HUMAN.H11MO.0.D	PAX1	SPIC	0.5351
PAX2_TCCACG20NCAC_Y	PAX1_HUMAN.H11MO.0.D	PAX2	PAX1	0.7538
PAX3_TTCTCT20NCTC_AF	VENTX_HUMAN.H11MO.0.D	PAX3	VENTX	0.6413
PAX4_TATTTA20NTTG_Y	SPIC_HUMAN.H11MO.0.D	PAX4	SPIC	0.5498
PAX4_TCGCAT20NACT_W	SPIC_HUMAN.H11MO.0.D	PAX4	SPIC	0.5746
PAX5_TACAGG20NGAC_Y	PAX1_HUMAN.H11MO.0.D	PAX5	PAX1	0.9267
PAX6_TCCATA20NTAC_Y	VEZF1_HUMAN.H11MO.0.C	PAX6	VEZF1	0.5894
PAX7_TAGGGC20NGGT_AE	SPIC_HUMAN.H11MO.0.D	PAX7	SPIC	0.5594
PAX7_TCCAAC20NAAC_Y	UNC4_HUMAN.H11MO.0.D	PAX7	UNCX	0.6043
PAX9_TCTAAT20NAAG_AG	VEZF1_HUMAN.H11MO.0.C	PAX9	VEZF1	0.5816
PDX1_TGGAAT30NAAT_AI	HME2_HUMAN.H11MO.0.D	PDX1	EN2	0.6138
PHOX2A_TGACTC20NGA_Y	PHX2B_HUMAN.H11MO.0.D	PHOX2A	PHOX2B	0.9896
PHOX2B_TGCTGT20NGA_AE	PHX2A_HUMAN.H11MO.0.D	PHOX2B	PHOX2A	0.893
PHOX2B_TGGTCT20NGA_Y	PHX2B_HUMAN.H11MO.0.D	PHOX2B	PHOX2B	0.9963
PITX1_TCATGC20NCG_Y	PO3F3_HUMAN.H11MO.0.D	PITX1	POU3F3	0.5752
PITX1_TCTCTT20NTCG_W	OTX1_HUMAN.H11MO.0.D	PITX1	OTX1	0.6786
PITX1_TGAGCA20NCGA_AF	GSC_HUMAN.H11MO.0.D	PITX1	GSC	0.7158
PITX3_TGCATC20NGA_Y	OTX2_HUMAN.H11MO.0.A	PITX3	OTX2	0.8583
PKNOX1_TCGCAT20NGA_Y	PO3F3_HUMAN.H11MO.0.D	PKNOX1	POU3F3	0.5377
Pknox2_TGCTCG20NCG_Q	SPIC_HUMAN.H11MO.0.D	PKNOX2	SPIC	0.718
PKNOX2_TGTATT20NGA_Y	SPIC_HUMAN.H11MO.0.D	PKNOX2	SPIC	0.5792
POU1F1_TACACC40NCAC_AI	PO3F3_HUMAN.H11MO.0.D	POU1F1	POU3F3	0.8657
POU2F1_TCTTTC20NGA_AC	PO3F3_HUMAN.H11MO.0.D	POU2F1	POU3F3	0.8366
Pou2f2_TAGATA20NTAT_Z	PO2F2_HUMAN.H11MO.0.A	POU2F2	POU2F2	0.5972
POU2F2_TGACAG20NGA_AC	PO3F3_HUMAN.H11MO.0.D	POU2F2	POU3F3	0.9156
POU2F3_TAGACG20NCAT_Y	PO3F4_HUMAN.H11MO.0.D	POU2F3	POU3F4	0.9973
POU3F1_TAGCGA20NGCT_Y	PO3F3_HUMAN.H11MO.0.D	POU3F1	POU3F3	0.9409
POU3F2_TGTTCA40NCTG_AI	VEZF1_HUMAN.H11MO.0.C	POU3F2	VEZF1	0.6208
POU3F3_TCGCAT20NACT_Y	PO3F3_HUMAN.H11MO.0.D	POU3F3	POU3F3	0.6446
POU3F4_TACTGC20NGTC_Y	PO3F4_HUMAN.H11MO.0.D	POU3F4	POU3F4	0.8149
POU4F1_TACAAA20NAAC_Y	PO4F1_HUMAN.H11MO.0.D	POU4F1	POU4F1	0.6145
POU4F2_TACGAG20NAGC_Y	PO4F1_HUMAN.H11MO.0.D	POU4F2	POU4F1	0.6166
POU4F2_TGCGAA20NAGC_W	PO3F2_HUMAN.H11MO.0.A	POU4F2	POU3F2	0.5485
POU4F3_TACCGT20NGCC_Y	PO4F3_HUMAN.H11MO.0.D	POU4F3	POU4F3	0.7407
POU5F1P1_TAGAGT20NGAT_Y	PO3F4_HUMAN.H11MO.0.D	POU5F1B	POU3F4	0.982
POU6F2_TATCAT20NCG_AC	CPEB1_HUMAN.H11MO.0.D	POU6F2	CPEB1	0.5385
POU6F2_TGCTGT20NCG_V	SPIC_HUMAN.H11MO.0.D	POU6F2	SPIC	0.7145
PRDM1_TTGAGG20NGAT_AE	SPIC_HUMAN.H11MO.0.D	PRDM1	SPIC	0.5505
PRDM4_TAGCAG20NCG_AC	PO3F3_HUMAN.H11MO.0.D	PRDM4	POU3F3	0.5931
PROP1_TCCCGA30NGCC_AI	PHX2A_HUMAN.H11MO.0.D	PROP1	PHOX2A	0.728
PROP1_TGTATT20NGA_AE	PHX2A_HUMAN.H11MO.0.D	PROP1	PHOX2A	0.66
PROX1_TGCAGA20NGA_AF	NFAT5_HUMAN.H11MO.0.D	PROX1	NFAT5	0.5596
PRRX1_TAACGG20NGCA_AC	VSX1_HUMAN.H11MO.0.D	PRRX1	VSX1	0.9161
PRRX1_TTCCCC20NTA_AD	LHX9_HUMAN.H11MO.0.D	PRRX1	LHX9	0.7027
Prrx2_TATGAA20NAGG_Z	HME2_HUMAN.H11MO.0.D	PRRX2	EN2	0.5915
PRRX2_TGGGGT20NGA_AE	ZBT49_HUMAN.H11MO.0.D	PRRX2	ZBTB49	0.7243
RARA_TAAAAT20NTA_Q	TBX15_HUMAN.H11MO.0.D	RARA	TBX15	0.5979
RARA_TATAGA20NCG_AD	TBX15_HUMAN.H11MO.0.D	RARA	TBX15	0.5765
Rara_TCGGTT20NCG_P	EGR2_HUMAN.H11MO.0.A	RARA	EGR2	0.7092
RARB_TAGTTT20NTTT_W	VEZF1_HUMAN.H11MO.0.C	RARB	VEZF1	0.6218
Rarb_TCGTGT20NCG_P	ZN281_HUMAN.H11MO.0.A	RARB	ZNF281	0.7654
Rarg_TATCTG20NTCG_Z	RXRA_HUMAN.H11MO.0.A	RARG	RXRA	0.6439
RARG_TCGGGG20NGA_AE	ZFP82_HUMAN.H11MO.0.C	RARG	ZFP82	0.5532
RARG_TGTTAT20NGA_Y	COT2_HUMAN.H11MO.0.A	RARG	NR2F2	0.6464
RAXL1_TACTCA20NTA_Q	VSX1_HUMAN.H11MO.0.D	RAX2	VSX1	0.8627
RAX_TGGTAG20NATT_Z	BC11A_HUMAN.H11MO.0.A	RAX	BCL11A	0.5793
RFX2_TAACCC20NCCA_Y	SPIC_HUMAN.H11MO.0.D	RFX2	SPIC	0.539
Rfx2_TGGTAG20NATT_AC	RFX3_HUMAN.H11MO.0.B	RFX2	RFX3	0.5678
RFX3_TGGCTT20NGA_AC	ZBT17_HUMAN.H11MO.0.A	RFX3	ZBTB17	0.6084
Rfx3_TGGGTA20NCG_P	EGR2_HUMAN.H11MO.0.A	RFX3	EGR2	0.712
RFX4_TGACAG20NGA_O	RFX1_HUMAN.H11MO.1.B	RFX4	RFX1	0.7084
RFX5_TGGAGC30NGAT_AI	RFX2_HUMAN.H11MO.1.A	RFX5	RFX2	0.5762
Rhox11_TGGCCC20NCG_P	SPIC_HUMAN.H11MO.0.D	-	SPIC	0.735
RHOXF1_TGGATG30NTAT_AI	RHXF1_HUMAN.H11MO.0.D	RHOXF1	RHOXF1	0.668
RHOXF1_TTAGAA20NTA_AE	RHXF1_HUMAN.H11MO.0.D	RHOXF1	RHOXF1	0.6416
RORA_TCTGTA30NTGG_AI	VEZF1_HUMAN.H11MO.0.C	RORA	VEZF1	0.643
RUNX2_TACCTA40NTCC_AI	KLF16_HUMAN.H11MO.0.D	RUNX2	KLF16	0.6842
RUNX3_TACGGA30NGGC_AI	SPIC_HUMAN.H11MO.0.D	RUNX3	SPIC	0.6127
RUNX3_TCTCCC20NGA_AE	RUNX2_HUMAN.H11MO.0.A	RUNX3	RUNX2	0.5418
Rxra_AAGAC14N_T	COT1_HUMAN.H11MO.0.C	RXRA	NR2F1	0.6682
RXRA_TCACGT30NGCA_AH	RXRA_HUMAN.H11MO.0.A	RXRA	RXRA	0.6286
RXRA_TCTACA40NCAG_AI	RXRA_HUMAN.H11MO.0.A	RXRA	RXRA	0.6546
Rxrb_CAATT14N_T	TBX15_HUMAN.H11MO.0.D	RXRB	TBX15	0.6262
RXRB_TGAGCA20NGA_Y	ZN652_HUMAN.H11MO.0.D	RXRB	ZNF652	0.5609
RXRG_TGGAAT20NGA_Y	COT2_HUMAN.H11MO.0.A	RXRG	NR2F2	0.8928
RXRG_TTCTCT20NTA_AD	VEZF1_HUMAN.H11MO.0.C	RXRG	VEZF1	0.5826
SCRT1_TCTTAG20NATG_Y	SPIC_HUMAN.H11MO.0.D	SCRT1	SPIC	0.5387
SCRT2_TGGGCG20NCGT_Y	SPIC_HUMAN.H11MO.0.D	SCRT2	SPIC	0.555
SHOX2_TACGTC20NTGC_Y	LHX9_HUMAN.H11MO.0.D	SHOX2	LHX9	0.8532
Shox2_TCCCAG20NACC_Z	LHX9_HUMAN.H11MO.0.D	SHOX2	LHX9	0.9951
SHOX_TAAGGT20NGGA_AC	ZBT49_HUMAN.H11MO.0.D	SHOX	ZBTB49	0.7941
SMAD3_TGGGTA20NGA_AC	SMAD4_HUMAN.H11MO.0.B	SMAD3	SMAD4	0.5844
SNAI2_TCGTTA20NGA_O	MESP1_HUMAN.H11MO.0.D	SNAI2	MESP1	0.6627
SOX10_TGATTT20NTTA_AF	VEZF1_HUMAN.H11MO.0.C	SOX10	VEZF1	0.6522
Sox10_TGCTGT20NCG_P	ZN281_HUMAN.H11MO.0.A	SOX10	ZNF281	0.8245
Sox11_TCTTCT20NGA_AF	VEZF1_HUMAN.H11MO.0.C	SOX11	VEZF1	0.5851
SOX14_TACCTA30NTCC_AH	VEZF1_HUMAN.H11MO.0.C	SOX14	VEZF1	0.7122
SOX15_TGTTCA20NCTG_AF	VEZF1_HUMAN.H11MO.0.C	SOX15	VEZF1	0.6419
Sox17_TATTGT20NGTG_AF	VEZF1_HUMAN.H11MO.0.C	SOX17	VEZF1	0.5773
SOX18_TGTGTC20NTGG_AE	ZN467_HUMAN.H11MO.0.C	SOX18	ZNF467	0.6142
Sox1_TGTCTA20NTCG_AC	EGR2_HUMAN.H11MO.0.A	SOX1	EGR2	0.5398
SOX21_TCAAAA40NAAA_AI	EGR2_HUMAN.H11MO.0.A	SOX21	EGR2	0.6067
SOX2_TAGTAA20NATT_AC	TBX15_HUMAN.H11MO.0.D	SOX2	TBX15	0.5631
SOX2_TCCCCT20NCCC_AC	EGR2_HUMAN.H11MO.0.A	SOX2	EGR2	0.6816
SOX2_TGAATA20NTAA_AF	SPIC_HUMAN.H11MO.0.D	SOX2	SPIC	0.6077
Sox3_TGGGGT20NCG_Q	SPIC_HUMAN.H11MO.0.D	SOX3	SPIC	0.6056
SOX4_TATCGC30NGCG_AH	VEZF1_HUMAN.H11MO.0.C	SOX4	VEZF1	0.6587
SOX7_TGAGGC20NGGA_AF	SPIC_HUMAN.H11MO.0.D	SOX7	SPIC	0.5752
SOX8_TCTTTC30NTTG_AI	VEZF1_HUMAN.H11MO.0.C	SOX8	VEZF1	0.6421
SOX8_TGTCTA20NTCG_AE	VEZF1_HUMAN.H11MO.0.C	SOX8	VEZF1	0.6896
SOX9_TCTCAA20NGA_O	SOX13_HUMAN.H11MO.0.D	SOX9	SOX13	0.7541
SOX9_TGGGGT20NGGT_W	ZBT17_HUMAN.H11MO.0.A	SOX9	ZBTB17	0.5412
SP1_TCTATG20NGA_O	KLF4_HUMAN.H11MO.0.A	SP1	KLF4	0.8119
SP3_TCGGCC20NGA_O	KLF14_HUMAN.H11MO.0.D	SP3	KLF14	0.6463
SP4_TTATGT20NGTA_AE	VEZF1_HUMAN.H11MO.0.C	SP4	VEZF1	0.6148
SP8_TGCTCG20NCTC_Y	ZFP82_HUMAN.H11MO.0.C	SP8	ZFP82	0.5533
SPDEF_TCATTG20NCG_AD	EGR2_HUMAN.H11MO.0.A	SPDEF	EGR2	0.5687
SPDEF_TCGCTG20NTCT_AD	KLF16_HUMAN.H11MO.0.D	SPDEF	KLF16	0.6227
SPI1_TCCCCT20NCG_AD	EGR2_HUMAN.H11MO.0.A	SPI1	EGR2	0.5696
SPIB_TGTCTA20NTCG_AK	EHF_HUMAN.H11MO.0.B	SPIB	EHF	0.8176
SPIC_TAGGCA20NCG_AD	TBX15_HUMAN.H11MO.0.D	SPIC	TBX15	0.785
Spic_TATAGA20NCG_Z	PRDM6_HUMAN.H11MO.0.C	SPIC	PRDM6	0.5687
Srebf1_TACATT20NCG_Z	SRBP1_HUMAN.H11MO.0.A	SREBF1	SREBF1	0.5749
SREBF2_TGAGAT20NGA_Y	CPEB1_HUMAN.H11MO.0.D	SREBF2	CPEB1	0.5497
SRF_TGAACG20NGA_Y	AIRE_HUMAN.H11MO.0.C	SRF	AIRE	0.5771
SRF_TGGAAT20NAAT_W	KLF16_HUMAN.H11MO.0.D	SRF	KLF16	0.5529
SRY_TACTGC30NGTC_AH	VEZF1_HUMAN.H11MO.0.C	SRY	VEZF1	0.646
TBR1_TCACAC20NACA_Z	TBX4_HUMAN.H11MO.0.D	TBR1	TBX4	0.8594
TBR1_TTGCAC20NACT_AE	SPIC_HUMAN.H11MO.0.D	TBR1	SPIC	0.6056
TBX15_TACGTC40NTGC_AI	VEZF1_HUMAN.H11MO.0.C	TBX15	VEZF1	0.6774
TBX19_TACTAT40NATC_AI	BRAC_HUMAN.H11MO.0.A	TBX19	TBXT	0.7588
TBX1_TACGGA40NGGC_AI	VEZF1_HUMAN.H11MO.0.C	TBX1	VEZF1	0.6338
TBX20_TACTCA40NCTC_AI	TBX21_HUMAN.H11MO.0.A	TBX20	TBX21	0.6555
TBX20_TCTTCT20NCTG_AE	VEZF1_HUMAN.H11MO.0.C	TBX20	VEZF1	0.7515
TBX21_TACTGC40NGTC_AI	TBR1_HUMAN.H11MO.0.D	TBX21	TBR1	0.7974
TBX21_TGGTCT20NCTT_AD	TBX21_HUMAN.H11MO.0.A	TBX21	TBX21	0.7156
TBX2_TCTATG20NTAG_AF	TBX5_HUMAN.H11MO.0.D	TBX2	TBX5	0.6441
TBX4_TACTTG40NTTC_AI	TBX5_HUMAN.H11MO.0.D	TBX4	TBX5	0.7006
TBX5_TAGAAC40NAAT_AI	EGR2_HUMAN.H11MO.0.A	TBX5	EGR2	0.6751
Tcf21_TCCGTG20NTGC_Z	TBX15_HUMAN.H11MO.0.D	TCF21	TBX15	0.5974
TCF3_TACCCG20NCCC_Y	TFE2_HUMAN.H11MO.0.A	TCF3	TCF3	0.9536
TCF4_TGCGAA20NGA_W	TFE2_HUMAN.H11MO.0.A	TCF4	TCF3	0.9781
TCF4_TTGCCG20NCCT_AE	SPIC_HUMAN.H11MO.0.D	TCF4	SPIC	0.5778
TCF7L1_TGGACA20NCAT_AD	TBX15_HUMAN.H11MO.0.D	TCF7L1	TBX15	0.5998
Tcf7_TATATC20NCG_AC	VEZF1_HUMAN.H11MO.0.C	TCF7	VEZF1	0.6369
Tcfap2a_TGATCC20NCG_P	AP2C_HUMAN.H11MO.0.A	TFAP2A	TFAP2C	0.8015
TEAD1_TCTTAG20NATG_W	TBX15_HUMAN.H11MO.0.D	TEAD1	TBX15	0.5888
TEAD3_TATAAG40NAAG_AI	TEAD1_HUMAN.H11MO.0.A	TEAD3	TEAD1	0.8061
TEAD4_TGATTT20NTTA_Y	VEZF1_HUMAN.H11MO.0.C	TEAD4	VEZF1	0.6201
TEF_AGGTG14N_S	DBP_HUMAN.H11MO.0.B	TEF	DBP	0.9855
TEF_TATAAG20NTA_Q	HLF_HUMAN.H11MO.0.C	TEF	HLF	0.5816
TFAP2A_TCTCCC20NCCG_Y	AP2C_HUMAN.H11MO.0.A	TFAP2A	TFAP2C	0.6666
TFAP2A_TTGCAC20NTA_AF	BC11A_HUMAN.H11MO.0.A	TFAP2A	BCL11A	0.5892
TFAP2B_TCGTTA20NTTT_Y	VEZF1_HUMAN.H11MO.0.C	TFAP2B	VEZF1	0.6984
TFAP2C_TCTACA20NCAG_Y	AP2C_HUMAN.H11MO.0.A	TFAP2C	TFAP2C	0.85
TFAP2C_TGTCGT20NGCG_AE	SP2_HUMAN.H11MO.0.A	TFAP2C	SP2	0.6425
TFAP4_CATTG14N_S	ITF2_HUMAN.H11MO.0.C	TFAP4	TCF4	0.7141
TFAP4_TCACGT20NGCA_AC	TFAP4_HUMAN.H11MO.0.A	TFAP4	TFAP4	0.9755
TFCP2_TAGATA20NCG_AD	EGR2_HUMAN.H11MO.0.A	TFCP2	EGR2	0.5758
TFE3_TACCGT20NTA_Q	EGR2_HUMAN.H11MO.0.A	TFE3	EGR2	0.6403
TFEB_TAGTTT20NCG_W	MITF_HUMAN.H11MO.0.A	TFEB	MITF	0.9628
TFEC_TAGTGG20NGTT_AF	VEZF1_HUMAN.H11MO.0.C	TFEC	VEZF1	0.5766
TGIF1_TATGGG20NGGG_Y	BC11A_HUMAN.H11MO.0.A	TGIF1	BCL11A	0.5579
TGIF2LX_TGATAA20NATA_AE	TBX15_HUMAN.H11MO.0.D	TGIF2LX	TBX15	0.6265
TGIF2_TGAACG30NCAA_AI	MEIS3_HUMAN.H11MO.0.D	TGIF2	MEIS3	0.6774
THRA_TCGGCC40NCGT_AI	VEZF1_HUMAN.H11MO.0.C	THRA	VEZF1	0.6132
THRB_TGGCAA30NACT_AI	VEZF1_HUMAN.H11MO.0.C	THRB	VEZF1	0.5686
Tp53_TCGGGG20NGGT_AK	IRX2_HUMAN.H11MO.0.D	TP53	IRX2	0.5734
TP63_TTCCTT20NGA_R	HES5_HUMAN.H11MO.0.D	TP63	HES5	0.6051
